"id","fdc_id","name","pct_weight","is_refuse","gram_weight","data_points","min_year_acqured"
"59767","","Total gram weight","","N","317.0","5",""
"59768","","Bone and connective tissue","26.0","Y","96.2","4",""
"59769","","External fat","9.5","Y","35.1","4",""
"59770","","Handling loss","0.2","N","0.7","4",""
"59771","","Seam fat","1.5","Y","5.7","4",""
"59772","","Separable Lean","62.7","N","232.0","4",""
"59773","","Total gram weight","","N","370.0","4",""
"59774","","Bone and connective tissue","25.1","Y","90.3","5",""
"59775","","External fat","12.9","Y","46.3","5",""
"59776","","Handling loss","0.7","N","2.5","5",""
"59777","","Seam fat","3.4","Y","12.3","5",""
"59778","","Separable Lean","57.8","N","208.0","5",""
"59779","","Total gram weight","","N","359.0","5",""
"59780","","Bone and connective tissue","28.0","Y","105.0","4",""
"59781","","External fat","6.3","Y","23.5","4",""
"59782","","Handling loss","0.6","N","2.3","4",""
"59783","","Seam fat","4.9","Y","18.5","4",""
"59784","","Separable Lean","60.2","N","226.0","4",""
"59785","","Total gram weight","","N","376.0","4",""
"59786","","Bone and connective tissue","26.3","Y","92.1","5",""
"59787","","External fat","7.0","Y","24.6","5",""
"59788","","Handling loss","1.2","N","4.2","5",""
"59789","","Seam fat","3.3","Y","11.7","5",""
"59790","","Separable Lean","62.1","N","217.0","5",""
"59791","","Total gram weight","","N","350.0","5",""
"59792","","Bone and connective tissue","24.1","Y","77.7","4",""
"59793","","External fat","8.9","Y","28.8","4",""
"59794","","Handling loss","0.6","N","1.8","4",""
"59795","","Seam fat","5.3","Y","17.2","4",""
"59796","","Separable Lean","61.0","N","197.0","4",""
"59797","","Total gram weight","","N","322.0","4",""
"59798","","Bone and connective tissue","30.9","Y","106.0","5",""
"59799","","External fat","8.3","Y","28.6","5",""
"59800","","Handling loss","0.3","N","1.1","5",""
"59801","","Seam fat","2.2","Y","7.5","5",""
"59802","","Separable Lean","58.3","N","200.0","5",""
"59803","","Total gram weight","","N","343.0","5",""
"59804","","Bone and connective tissue","28.9","Y","102.0","6",""
"59805","","External fat","9.4","Y","33.2","6",""
"59806","","Handling loss","0.3","N","0.9","6",""
"59807","","Seam fat","2.3","Y","8.1","6",""
"59808","","Separable Lean","59.2","N","209.0","6",""
"59809","","Total gram weight","","N","353.0","6",""
"59810","","Bone and connective tissue","29.4","Y","117.0","4",""
"59811","","External fat","10.1","Y","40.1","4",""
"59812","","Handling loss","0.5","N","2.1","4",""
"59813","","Seam fat","8.0","Y","31.9","4",""
"59814","","Separable Lean","52.0","N","207.0","4",""
"59815","","Total gram weight","","N","398.0","4",""
"59816","","Bone and connective tissue","28.9","Y","109.0","4",""
"59817","","External fat","13.2","Y","49.6","4",""
"59818","","Handling loss","0.0","N","0.0","4",""
"59819","","Seam fat","6.6","Y","25.0","4",""
"59820","","Separable Lean","52.9","N","199.0","4",""
"59821","","Total gram weight","","N","376.0","4",""
"59822","","Bone and connective tissue","27.1","Y","88.4","4",""
"59823","","External fat","6.9","Y","22.4","4",""
"59824","","Total gram weight","","N","327.0","4",""
"59825","","Handling loss","0.6","N","1.8","4",""
"59826","","Seam fat","4.0","Y","13.2","4",""
"59827","","Separable Lean","61.5","N","201.0","4",""
"59828","","Bone and connective tissue","31.9","Y","117.0","4",""
"59829","","External fat","6.7","Y","24.4","4",""
"59830","","Handling loss","1.5","N","5.5","4",""
"59831","","Seam fat","7.8","Y","28.4","4",""
"59832","","Separable Lean","52.1","N","191.0","4",""
"59833","","Total gram weight","","N","366.0","4",""
"59834","","Bone and connective tissue","28.6","Y","103.0","106","2011"
"59835","","External fat","9.2","Y","33.0","106","2011"
"59836","","Handling loss","0.6","N","2.0","106","2011"
"59837","","Seam fat","4.7","Y","16.9","106","2011"
"59838","","Separable Lean","57.0","N","205.0","106","2011"
"59839","","Total gram weight","100.0","N","360.0","106","2011"
"59840","","Bone and connective tissue","26.0","Y","133.0","8",""
"59841","","External fat","4.8","Y","24.5","8",""
"59842","","Handling loss","0.6","N","3.3","8",""
"59843","","Seam fat","2.5","Y","12.7","8",""
"59844","","Separable Lean","66.0","N","337.0","8",""
"59845","","Total gram weight","","N","511.0","8",""
"59846","","Bone and connective tissue","35.6","Y","134.0","8",""
"59847","","External fat","9.8","Y","36.9","8",""
"59848","","Handling loss","1.2","N","4.5","8",""
"59849","","Seam fat","10.5","Y","39.4","8",""
"59850","","Separable Lean","96.2","N","361.0","8",""
"59851","","Total gram weight","","N","375.0","8",""
"59852","","Bone and connective tissue","21.7","Y","104.0","9",""
"59853","","External fat","8.3","Y","39.8","9",""
"59854","","Handling loss","0.6","N","2.8","9",""
"59855","","Seam fat","8.9","Y","42.7","9",""
"59856","","Separable Lean","60.5","N","291.0","9",""
"59857","","Total gram weight","","N","481.0","9",""
"59858","","Bone and connective tissue","17.0","Y","94.8","8",""
"59859","","External fat","9.1","Y","50.8","8",""
"59860","","Handling loss","1.0","N","5.6","8",""
"59861","","Seam fat","5.7","Y","31.9","8",""
"59862","","Separable Lean","67.3","N","376.0","8",""
"59863","","Total gram weight","","N","559.0","8",""
"59864","","Bone and connective tissue","31.2","Y","158.0","9",""
"59865","","External fat","8.6","Y","43.5","9",""
"59866","","Handling loss","0.9","N","4.5","9",""
"59867","","Seam fat","4.6","Y","23.2","9",""
"59868","","Separable Lean","55.8","N","283.0","9",""
"59869","","Total gram weight","","N","508.0","9",""
"59870","","Bone and connective tissue","23.4","Y","125.0","8",""
"59871","","External fat","8.4","Y","45.0","8",""
"59872","","Handling loss","0.6","N","3.0","8",""
"59873","","Seam fat","4.6","Y","24.5","8",""
"59874","","Separable Lean","63.1","N","339.0","8",""
"59875","","Total gram weight","","N","536.0","8",""
"59876","","Bone and connective tissue","21.0","Y","100.0","7",""
"59877","","External fat","7.0","Y","33.2","7",""
"59878","","Handling loss","0.6","N","3.0","7",""
"59879","","Seam fat","3.1","Y","14.9","7",""
"59880","","Separable Lean","68.3","N","326.0","7",""
"59881","","Total gram weight","","N","478.0","7",""
"59882","","Separable Lean","65.5","N","331.0","9",""
"59883","","Total gram weight","","N","505.0","9",""
"59884","","External fat","16.0","Y","81.0","9",""
"59885","","Handling loss","0.6","N","3.0","9",""
"59886","","Seam fat","1.6","Y","8.1","9",""
"59887","","Bone and connective tissue","28.0","Y","141.0","9",""
"59888","","Bone and connective tissue","18.4","Y","106.0","8",""
"59889","","External fat","11.2","Y","64.5","8",""
"59890","","Handling loss","0.9","N","5.4","8",""
"59891","","Seam fat","4.2","Y","24.5","8",""
"59892","","Separable Lean","65.3","N","377.0","8",""
"59893","","Total gram weight","","N","577.0","8",""
"59894","","Bone and connective tissue","24.3","Y","129.0","8",""
"59895","","External fat","10.1","Y","53.5","8",""
"59896","","Handling loss","0.6","N","3.0","8",""
"59897","","Seam fat","5.2","Y","27.6","8",""
"59898","","Separable Lean","59.9","N","319.0","8",""
"59899","","Total gram weight","","N","532.0","8",""
"59900","","Bone and connective tissue","27.3","Y","146.0","7",""
"59901","","External fat","11.1","Y","59.3","7",""
"59902","","Handling loss","0.3","N","1.7","7",""
"59903","","Seam fat","6.2","Y","33.4","7",""
"59904","","Separable Lean","55.1","N","296.0","7",""
"59905","","Total gram weight","","N","536.0","7",""
"59906","","Bone and connective tissue","23.1","Y","121.0","8",""
"59907","","Separable Lean","60.5","N","317.0","8",""
"59908","","Total gram weight","","N","524.0","8",""
"59909","","External fat","7.3","Y","38.0","8",""
"59910","","Handling loss","0.9","N","4.8","8",""
"59911","","Seam fat","8.2","Y","43.1","8",""
"59912","","Bone and connective tissue","24.5","Y","125.0","97","2011"
"59913","","External fat","9.4","Y","47.8","97","2011"
"59914","","Handling loss","0.7","N","3.7","97","2011"
"59915","","Seam fat","5.3","Y","27.2","97","2011"
"59916","","Separable Lean","64.5","N","329.0","97","2011"
"59917","","Total gram weight","100.0","N","510.0","97","2011"
"59918","","Connective tissue","0.3","Y","1.4","24","2011"
"59919","","External fat","0.5","Y","2.1","24","2011"
"59920","","Handling loss","0.2","N","0.8","24","2011"
"59921","","Seam fat","0.5","Y","2.5","24","2011"
"59922","","Separable Lean","98.5","N","455.0","24","2011"
"59923","","Total gram weight","100.0","N","462.0","24","2011"
"59924","","Bone and connective tissue","7.6","Y","21.6","127","2011"
"59925","","External fat","6.1","Y","17.4","248","2011"
"59926","","Handling loss","0.7","N","2.1","248","2011"
"59927","","Seam fat","2.7","Y","7.5","248","2011"
"59928","","Separable Lean","80.2","N","227.0","248","2011"
"59929","","Total gram weight","100.0","N","283.0","248","2011"
"59930","","Connective tissue","7.6","Y","21.5","121","2011"
"59931","","Lip fat","3.7","Y","10.4","121","2011"
"59932","","Lip lean","2.4","N","6.8","121","2011"
"59933","","Bone and connective tissue","0.6","Y","1.6","96","2011"
"59934","","External fat","0.9","Y","2.7","96","2011"
"59935","","Handling loss","0.4","N","1.2","96","2011"
"59936","","Seam fat","0.1","Y","0.3","96","2011"
"59937","","Separable Lean","98.3","N","284.0","96","2011"
"59938","","Total gram weight","100.0","N","289.0","96","2011"
"59939","","Total gram weight","100.0","N","514.0","84","2011"
"59940","","Handling loss","0.3","N","1.7","84","2011"
"59941","","Seam fat","0.1","Y","0.4","84","2011"
"59942","","Separable Lean","98.2","N","505.0","84","2011"
"59943","","Bone and connective tissue","0.5","Y","2.7","84","2011"
"59944","","External fat","0.9","Y","4.7","84","2011"
"59945","","Bone and connective tissue","24.5","Y","125.0","97","2011"
"59946","","External fat","9.4","Y","47.8","97","2011"
"59947","","Handling loss","0.7","N","3.7","97","2011"
"59948","","Seam fat","5.3","Y","27.2","97","2011"
"59949","","Separable Lean","64.5","N","329.0","97","2011"
"59950","","Total gram weight","100.0","N","510.0","97","2011"
"59951","","Bone and connective tissue","28.6","Y","103.0","106","2011"
"59952","","External fat","9.2","Y","33.0","106","2011"
"59953","","Handling loss","0.6","N","2.0","106","2011"
"59954","","Seam fat","4.7","Y","16.9","106","2011"
"59955","","Separable Lean","57.0","N","205.0","106","2011"
"59956","","Total gram weight","100.0","N","360.0","106","2011"
